:START_ID,:END_ID,:TYPE,time
1020,3854,dispute,2019/7/5 12:00
2777,856,dispute,2019/7/8 12:43
1754,2659,dispute,2019/7/5 22:59
699,3576,dispute,2020/5/6 22:06
699,3426,dispute,2021/9/28 20:24
2475,3137,dispute,2019/7/4 19:13
3199,3137,dispute,2019/7/4 18:31
561,2656,dispute,2020/11/19 0:29
561,2763,dispute,2022/3/1 16:14
1391,2289,dispute,2019/7/2 18:36
1391,3426,dispute,2021/9/21 18:59
1886,1344,dispute,2019/7/1 20:07
602,3137,dispute,2019/6/28 18:51
602,616,dispute,2020/3/6 20:47
3858,2959,dispute,2022/9/16 14:50
3160,2665,dispute,2019/6/27 20:37
3160,1078,dispute,2019/6/17 20:40
3886,2735,dispute,2018/12/23 7:00
384,649,dispute,2019/6/20 19:26
1766,2822,dispute,2018/11/6 17:44
781,2840,dispute,2022/8/12 16:52
1706,1865,dispute,2018/11/30 17:20
3916,447,dispute,2019/3/28 12:21
3916,820,dispute,2019/6/10 16:44
3413,2941,dispute,2019/6/22 9:30
2763,102,dispute,2019/5/24 8:54
2763,2665,dispute,2021/12/31 17:09
2763,1865,dispute,2019/6/21 16:34
2763,1784,dispute,2022/3/8 17:55
1608,1541,dispute,2019/1/3 18:01
865,3470,dispute,2021/11/3 21:02
1742,2865,dispute,2022/6/2 18:23
534,721,dispute,2022/6/9 16:36
1966,3030,dispute,2019/5/13 17:24
1966,1141,dispute,2021/11/25 19:25
1749,1220,dispute,2022/7/1 19:46
1320,426,dispute,2020/7/27 17:03
2390,426,dispute,2019/1/8 20:11
1133,2678,dispute,2022/1/18 21:33
3844,1717,dispute,2020/3/13 18:13
186,1452,dispute,2019/4/12 12:05
1289,939,dispute,2019/4/4 12:09
2168,562,dispute,2019/1/24 19:11
430,1134,dispute,2020/11/27 19:39
2675,2444,dispute,2022/5/26 22:20
2152,1256,dispute,2019/1/15 15:10
3025,560,dispute,2020/9/17 18:45
1090,2176,dispute,2019/2/1 11:58
1530,3737,dispute,2019/8/14 18:46
2076,746,dispute,2018/12/28 21:03
2678,3160,dispute,2018/12/11 20:27
2678,3285,dispute,2019/1/15 19:39
2678,2176,dispute,2019/1/3 11:47
2678,1133,dispute,2022/1/19 0:26
2037,653,dispute,2021/5/18 5:52
3625,1785,dispute,2018/11/22 12:31
1192,561,dispute,2021/11/13 13:39
2730,864,dispute,2021/9/1 15:50
1081,448,dispute,2020/11/14 22:03
2626,3629,dispute,2021/11/14 18:17
3524,606,dispute,2022/7/2 1:17
3524,2115,dispute,2019/9/16 23:20
2085,561,dispute,2020/4/23 16:21
2979,1480,dispute,2019/1/7 10:19
2979,3568,dispute,2019/1/7 10:19
2682,3804,dispute,2020/10/26 17:14
560,1286,dispute,2020/9/10 17:27
560,3568,dispute,2020/6/27 8:11
560,561,dispute,2021/9/26 21:39
3216,3144,dispute,2022/7/4 10:06
3479,2622,dispute,2022/3/1 16:49
2110,3651,dispute,2021/6/7 8:22
2471,3886,dispute,2021/3/24 19:45
2471,2979,dispute,2021/1/21 15:47
296,1421,dispute,2019/10/17 20:00
296,653,dispute,2021/5/16 16:53
2784,1223,dispute,2021/3/31 14:36
2084,3381,dispute,2020/9/11 5:16
2084,3651,dispute,2020/9/30 20:12
2199,743,dispute,2022/5/9 11:18
1825,2176,dispute,2019/3/22 23:15
3970,630,dispute,2021/12/3 9:11
2599,3285,dispute,2021/6/1 16:03
3022,2185,dispute,2020/8/3 20:44
3108,2020,dispute,2020/7/27 20:24
1542,1139,dispute,2020/7/28 20:17
3250,3564,dispute,2020/3/6 19:55
2176,2725,dispute,2019/4/19 12:16
2176,186,dispute,2019/4/12 11:56
2176,3589,dispute,2019/3/7 11:56
2176,2084,dispute,2019/1/18 12:03
2176,2629,dispute,2019/1/15 11:56
2176,2048,dispute,2018/12/24 12:07
2139,1400,dispute,2020/4/21 20:46
2139,1141,dispute,2021/3/2 20:12
3172,3858,dispute,2019/2/3 11:07
3079,560,dispute,2020/6/17 20:38
3629,2626,dispute,2019/9/24 7:25
1018,3568,dispute,2020/6/11 16:46
1018,2346,dispute,2020/2/17 16:13
616,1865,dispute,2020/2/19 19:15
1392,3624,dispute,2020/11/18 20:43
1257,1134,dispute,2021/8/31 18:46
3381,1375,dispute,2019/3/9 1:04
2622,3479,dispute,2022/3/1 17:08
3884,2525,dispute,2020/5/12 21:43
3884,2794,dispute,2020/2/18 17:58
1481,1211,dispute,2020/11/28 12:56
1417,3414,dispute,2021/6/16 20:32
2641,3330,dispute,2020/4/9 19:26
2641,212,dispute,2021/7/2 19:27
2008,1116,dispute,2019/2/18 19:17
2936,3137,dispute,2020/3/25 18:56
3590,2176,dispute,2019/2/18 14:23
981,3404,dispute,2019/10/11 9:25
3847,1606,dispute,2022/7/9 9:32
388,3330,dispute,2020/6/18 18:30
2311,743,dispute,2021/9/16 0:29
3144,3216,dispute,2022/7/4 10:07
879,2341,dispute,2020/10/12 19:34
830,3911,dispute,2020/1/8 17:56
178,561,dispute,2022/7/18 16:13
704,1866,dispute,2021/8/26 20:15
704,1400,dispute,2022/7/26 19:56
704,1008,dispute,2020/12/1 20:15
2263,405,dispute,2019/7/15 1:03
1116,3870,dispute,2019/6/4 20:26
841,699,dispute,2021/11/3 17:44
2011,743,dispute,2021/8/14 6:10
3116,3624,dispute,2021/6/16 19:01
1301,1779,dispute,2021/8/8 19:08
3230,3737,dispute,2021/7/28 19:36
3554,560,dispute,2021/7/27 19:32
3554,699,dispute,2020/6/16 17:21
653,3219,dispute,2021/5/17 7:53
653,2037,dispute,2021/5/17 18:46
1650,2425,dispute,2021/7/25 15:23
1338,3540,dispute,2021/12/20 16:08
3039,743,dispute,2021/7/11 15:47
465,630,dispute,2022/7/13 12:29
159,3804,dispute,2021/6/24 20:14
3624,3116,dispute,2021/6/16 11:13
3008,1101,dispute,2019/5/22 18:35
2289,1391,dispute,2019/7/2 18:45
2289,743,dispute,2019/7/1 19:16
600,1866,dispute,2022/1/27 16:59
2237,3543,dispute,2020/2/13 8:20
1104,2176,dispute,2019/2/20 11:08
1104,3137,dispute,2021/3/17 16:58
410,285,dispute,2021/4/29 12:06
642,2784,dispute,2020/2/27 20:46
2164,916,dispute,2021/6/9 16:52
3909,3113,dispute,2021/3/22 17:33
3487,1717,dispute,2021/3/8 18:16
3700,560,dispute,2020/8/16 23:37
3543,3939,dispute,2018/11/21 23:10
3543,3414,dispute,2020/1/3 21:13
1147,2656,dispute,2021/1/9 4:27
2233,3381,dispute,2021/1/15 18:02
2634,3621,dispute,2021/1/6 17:20
446,1134,dispute,2021/7/18 16:23
2323,446,dispute,2022/6/24 8:19
2988,1345,dispute,2020/11/23 18:14
1323,1177,dispute,2021/7/22 18:54
1402,1192,dispute,2019/12/31 20:13
1493,561,dispute,2022/8/30 21:54
3651,2084,dispute,2020/9/29 19:54
3651,1400,dispute,2020/9/16 12:38
1779,1301,dispute,2020/9/21 14:57
1322,2835,dispute,2022/8/19 15:02
1503,1600,dispute,2022/9/13 19:04
11,111,dispute,2019/4/14 17:32
248,3564,dispute,2022/9/8 19:45
2835,1322,dispute,2022/8/31 21:25
49,2932,dispute,2022/8/22 19:44
49,906,dispute,2022/7/5 10:15
49,3579,dispute,2020/6/19 8:53
2283,3227,dispute,2019/11/8 19:20
2879,753,dispute,2021/9/21 21:14
2530,1286,dispute,2022/7/15 10:56
487,560,dispute,2022/8/1 20:06
3452,272,dispute,2022/7/13 17:11
2860,130,dispute,2018/12/14 8:28
1451,1572,dispute,2022/7/1 19:11
1170,746,dispute,2022/6/21 18:37
3054,896,dispute,2022/1/28 12:15
2010,561,dispute,2022/8/3 17:23
658,518,dispute,2022/2/16 18:43
3291,3113,dispute,2022/2/13 16:33
2468,2346,dispute,2021/7/1 16:59
2613,2364,dispute,2021/8/27 3:27
2462,2146,dispute,2021/9/2 18:05
2083,3568,dispute,2021/11/25 19:33
3176,2525,dispute,2021/11/24 16:41
405,2308,dispute,2021/11/22 11:54
3470,865,dispute,2021/11/19 20:03
1773,820,dispute,2019/3/25 17:43
225,616,dispute,2021/10/12 17:07
393,2656,dispute,2021/10/11 21:36
1286,1865,dispute,2021/9/23 17:34
1286,3946,dispute,2021/3/12 8:40
42,3083,dispute,2019/8/22 22:15
1465,3083,dispute,2021/6/16 18:30
2791,1397,dispute,2019/8/3 8:00
1459,1134,dispute,2020/8/25 21:13
327,2346,dispute,2019/7/1 22:14
1230,2176,dispute,2019/4/4 8:58
1230,721,dispute,2019/6/25 16:49
491,2349,dispute,2019/6/18 11:49
3373,2958,dispute,2019/11/20 11:46
2182,561,dispute,2020/10/11 6:00
2459,3804,dispute,2020/1/17 15:57
3356,746,dispute,2018/12/12 18:27
2934,3022,dispute,2019/1/10 18:44
976,3030,dispute,2018/12/28 8:09
3255,606,dispute,2021/9/11 4:52
2663,560,dispute,2018/12/4 20:12
683,616,dispute,2020/12/10 16:47
3193,3285,dispute,2018/11/19 14:14
3077,1133,dispute,2018/11/17 13:29
3719,721,dispute,2019/5/31 20:31
2658,2627,dispute,2019/11/6 18:40
882,3543,dispute,2018/11/2 21:47
1673,743,dispute,2020/8/13 11:47
3105,2622,dispute,2019/8/22 16:57
453,1866,dispute,2020/7/16 18:27
2050,721,dispute,2020/7/1 20:17
806,3285,dispute,2020/6/1 17:03
2608,2039,dispute,2020/5/10 11:29
1249,561,dispute,2022/4/20 21:19
772,2384,dispute,2020/1/2 19:38
2709,1865,dispute,2020/2/18 20:11
3385,3245,dispute,2021/9/18 10:36
1733,3208,dispute,2020/1/12 1:35
2945,3426,dispute,2019/12/19 12:23
960,912,dispute,2019/11/8 17:23
960,1672,dispute,2019/12/11 18:39
472,1986,dispute,2019/12/9 15:15
3769,3859,dispute,2019/11/14 9:26
1421,296,dispute,2019/10/18 10:15
1267,738,dispute,2021/9/7 20:28
2832,1866,dispute,2022/9/14 16:59
130,3,dispute,2019/2/22 7:20
2121,3082,dispute,2019/9/4 19:41
3967,2519,dispute,2021/1/2 10:11
2392,3022,dispute,2020/12/28 22:13
3918,1139,dispute,2022/2/21 19:48
3918,3564,dispute,2020/11/9 20:54
2638,3381,dispute,2022/8/21 18:00
211,1074,dispute,2021/8/11 20:12
3279,2754,dispute,2022/5/27 18:37
779,3348,dispute,2022/5/27 15:48
1184,290,dispute,2019/8/13 9:43
525,2176,dispute,2019/6/18 19:49
612,2914,dispute,2019/12/9 18:02
2036,3519,dispute,2019/5/6 17:41
138,2467,dispute,2019/3/21 18:44
3455,2525,dispute,2018/12/17 16:06
90,560,dispute,2018/12/3 18:20
632,561,dispute,2018/11/7 7:34
3161,3564,dispute,2018/10/26 19:15
367,2146,dispute,2020/1/10 19:31
1906,1821,dispute,2019/9/19 15:48
397,1745,dispute,2022/7/15 3:17
454,178,dispute,2022-11-10 19:35:00
3543,3903,dispute,2022-11-06 17:07:00
3540,2949,dispute,2022-11-25 18:35:00
2192,561,dispute,2022-11-25 17:03:00
3006,738,dispute,2022-11-14 14:40:00
2564,561,dispute,2022-11-28 17:58:35
2283,743,dispute,2022-11-04 17:43:00
2435,1076,dispute,2022-11-07 18:45:00
3903,3543,dispute,2022-11-06 17:07:00
3216,3144,dispute,2022-12-08 01:20:50
3330,559,dispute,2022-10-12 08:19:46
2167,2112,dispute,2022-12-16 21:00:06
3427,561,dispute,2022-11-07 20:11:40
1253,1600,dispute,2022-11-22 17:40:23
3116,922,dispute,2022-09-30 10:51:32
1672,1402,dispute,2023/2/6 20:01
560,1286,dispute,2023/1/20 17:17
1926,1607,dispute,2022/12/26 16:13
3568,561,dispute,2023/1/20 16:24
699,3576,dispute,2023/1/20 13:43
3780,1484,dispute,2018/9/6 0:00
2678,3524,dispute,2018/2/28 0:00
2678,3543,dispute,2018/1/9 0:00
2678,3666,dispute,2018/10/8 0:00
2678,2391,dispute,2018/12/3 0:00
3645,1506,dispute,2018/5/10 0:00
3645,1139,dispute,2018/3/19 0:00
2122,1865,dispute,2018/12/2 0:00
2354,1222,dispute,2018/3/12 0:00
2734,1910,dispute,2018/8/13 0:00
3370,2226,dispute,2018/11/21 0:00
1116,2678,dispute,2018/3/2 0:00
3330,559,dispute,2018/10/30 0:00
746,2678,dispute,2018/3/5 0:00
3629,2626,dispute,2018/2/16 0:00
3543,2678,dispute,2018/1/10 0:00
2168,2226,dispute,2018/1/31 0:00
1449,383,dispute,2018/5/11 0:00
560,291,dispute,2018/9/27 0:00
1326,3564,dispute,2018/12/11 0:00
3197,2656,dispute,2018/3/19 0:00
3730,3579,dispute,2018/5/10 0:00
3579,3730,dispute,2018/5/10 0:00
1078,3475,dispute,2018/7/22 0:00
2952,651,dispute,2018/9/5 23:27
2665,561,dispute,2018/10/12 18:45
463,785,dispute,2018/12/18 0:00
542,2794,dispute,2018/12/28 0:00
3252,2794,dispute,2018/9/14 0:00
2051,2665,dispute,2018/7/13 0:00
1222,2354,dispute,2018/3/11 0:00
2695,2444,dispute,2018/12/19 0:00
3455,2525,dispute,2018/12/17 0:00
572,1784,dispute,2018/1/16 0:00
657,2168,dispute,2018/10/12 0:00
2269,3564,dispute,2018/9/20 0:00
3011,296,dispute,2018/6/24 0:00
2199,2150,dispute,2018/5/25 0:00
2721,2177,dispute,2018/11/19 0:00
2935,1116,dispute,2018/7/9 0:00
1104,1400,dispute,2018/11/21 0:00
217,2082,dispute,2018/4/20 22:39
677,2916,dispute,2018/7/27 23:58
1480,3568,dispute,2018/12/27 0:00
3499,3917,dispute,2018/10/12 21:40
3559,3014,dispute,2018/6/19 21:14
527,383,dispute,2018/6/13 23:50
3291,3113,dispute,2022-02-13 16:33:00
1600,1220,dispute,2023/5/25 19:13
2056,2525,dispute,2023/6/1 15:55
829,511,dispute,2023/5/31 16:46
1220,1600,dispute,2023/5/25 11:43
316,1147,dispute,2023/5/19 20:54
2668,626,dispute,2023/5/15 18:50
561,560,dispute,2023/5/9 17:02
561,798,dispute,2023/5/8 17:08
2899,2776,dispute,2023/5/8 6:23
738,2979,dispute,2023/4/18 10:43
772,1141,dispute,2023/4/14 17:59
582,561,dispute,2023/4/9 17:42
819,561,dispute,2023/3/13 19:10
3414,201,dispute,2023/4/17 20:22
3540,2949,dispute,2023/4/21 20:17
2949,3540,dispute,2023/4/21 17:48
1672,1402,dispute,2023/6/25 17:02
2725,2427,dispute,2023/6/19 11:54
316,1147,dispute,2023/6/13 0:06
1158,2682,dispute,2023/6/24 12:27
2177,3414,dispute,2023/6/15 0:07
1353,3334,dispute,2023-07-28 15:05:00
3513,2176,dispute,2023-07-25 20:22:00
3414,201,dispute,2023-07-17 20:22:23
3334,1353,dispute,2023-07-27 18:34:38
